altitude,device_id,error_flag,error_message,exposure_time,filename_string,friendly_name,image_id,latitude,longitude,navstatus,ping_depth,pressure_depth,recording_status,sensor_gain,sensor_temperature,sequence_name,sequence_path,shutdown_status,speed_over_ground,time_msecs,time_secs,version,write_file
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012253_000_0001.jpg,,1,-9.598851667,143.781155,0,2086,0.616033614,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.23,0,1679275373,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012253_000_0002.jpg,,2,-9.598855,143.7811517,0,2090,0.595326841,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.12,0,1679275373,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012254_000_0003.jpg,,3,-9.598856667,143.7811483,0,2091,0.614477515,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.05,0,1679275374,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012254_000_0004.jpg,,4,-9.598858333,143.781145,0,2090,0.65506655,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.08,0,1679275374,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012254_000_0005.jpg,,5,-9.598863333,143.78114,0,2075,0.620993197,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.18,0,1679275374,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012255_000_0006.jpg,,6,-9.598866667,143.7811383,0,2078,0.632030189,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.1,0,1679275375,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012255_000_0007.jpg,,7,-9.59887,143.781135,0,2074,0.600428045,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.07,0,1679275375,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012255_000_0008.jpg,,8,-9.598875,143.7811317,0,2069,0.571371496,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.99,0,1679275375,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012256_000_0009.jpg,,9,-9.598878333,143.7811283,0,2069,0.558695495,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.05,0,1679275376,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012256_000_0010.jpg,,10,-9.598881667,143.7811267,0,2067,0.569691479,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.2,0,1679275376,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012256_000_0011.jpg,,11,-9.598886667,143.7811233,0,2072,0.619086325,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.26,0,1679275376,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012257_000_0013.jpg,,13,-9.598895,143.7811183,0,2078,0.643011451,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.18,0,1679275377,1.1.0,TRUE
