filename_string,latitude,longitude,date_taken
20230315_010036_000_0001.jpg,-9.6007,143.77537,2023-03-15T01:00:36
20230315_010036_000_0002.jpg,-9.6007,143.77536,2023-03-15T01:00:36
20230315_010037_000_0003.jpg,-9.6007,143.77536,2023-03-15T01:00:37
20230315_010037_000_0004.jpg,-9.60069,143.77536,2023-03-15T01:00:37
20230315_010037_000_0005.jpg,-9.60069,143.77536,2023-03-15T01:00:37
20230315_010038_000_0006.jpg,-9.60069,143.77536,2023-03-15T01:00:38
20230315_010038_000_0007.jpg,-9.60069,143.77536,2023-03-15T01:00:38
20230315_010038_000_0008.jpg,-9.60069,143.77536,2023-03-15T01:00:38
20230315_010039_000_0009.jpg,-9.60069,143.77536,2023-03-15T01:00:39
20230315_010039_000_0010.jpg,-9.60069,143.77536,2023-03-15T01:00:39
20230315_010039_000_0011.jpg,-9.60069,143.77536,2023-03-15T01:00:39
20230315_010039_000_0012.jpg,-9.60069,143.77536,2023-03-15T01:00:39
20230315_010040_000_0013.jpg,-9.60069,143.77535,2023-03-15T01:00:40
20230315_010040_000_0014.jpg,-9.60069,143.77535,2023-03-15T01:00:40
20230315_010040_000_0015.jpg,-9.60068,143.77535,2023-03-15T01:00:40
20230315_010041_000_0016.jpg,-9.60068,143.77535,2023-03-15T01:00:41
