filename_string,latitude,longitude,date_taken
20230313_231845_000_0001.jpg,-9.52212,143.58901,2023-03-13T23:18:45
20230313_231846_000_0002.jpg,-9.52212,143.58901,2023-03-13T23:18:46
20230313_231846_000_0003.jpg,-9.52212,143.58901,2023-03-13T23:18:46
20230313_231846_000_0004.jpg,-9.52212,143.58901,2023-03-13T23:18:46
20230313_231847_000_0005.jpg,-9.52212,143.58901,2023-03-13T23:18:47
20230313_231847_000_0006.jpg,-9.52212,143.58901,2023-03-13T23:18:47
20230313_231847_000_0007.jpg,-9.52212,143.58901,2023-03-13T23:18:47
20230313_231848_000_0008.jpg,-9.52212,143.58901,2023-03-13T23:18:48
20230313_231848_000_0009.jpg,-9.52212,143.589,2023-03-13T23:18:48
20230313_231849_000_0010.jpg,-9.52212,143.589,2023-03-13T23:18:49
20230313_231849_000_0011.jpg,-9.52212,143.589,2023-03-13T23:18:49
20230313_231849_000_0012.jpg,-9.52212,143.58899,2023-03-13T23:18:49
20230313_231850_000_0013.jpg,-9.52212,143.58899,2023-03-13T23:18:50
20230313_231850_000_0014.jpg,-9.52212,143.58899,2023-03-13T23:18:50
20230313_231850_000_0015.jpg,-9.52212,143.58899,2023-03-13T23:18:50
20230313_231851_000_0016.jpg,-9.52212,143.58898,2023-03-13T23:18:51
20230313_231851_000_0017.jpg,-9.52211,143.58898,2023-03-13T23:18:51
20230313_231852_000_0018.jpg,-9.52211,143.58898,2023-03-13T23:18:52
20230313_231852_000_0019.jpg,-9.52211,143.58897,2023-03-13T23:18:52
20230313_231852_000_0020.jpg,-9.52211,143.58897,2023-03-13T23:18:52
20230313_231853_000_0021.jpg,-9.52211,143.58897,2023-03-13T23:18:53
20230313_231853_000_0022.jpg,-9.52211,143.58896,2023-03-13T23:18:53
20230313_231854_000_0023.jpg,-9.52211,143.58896,2023-03-13T23:18:54
20230313_231854_000_0024.jpg,-9.52211,143.58895,2023-03-13T23:18:54
20230313_231854_000_0025.jpg,-9.52211,143.58895,2023-03-13T23:18:54
20230313_231855_000_0026.jpg,-9.52211,143.58894,2023-03-13T23:18:55
20230313_231855_000_0027.jpg,-9.52211,143.58894,2023-03-13T23:18:55
20230313_231856_000_0028.jpg,-9.52211,143.58894,2023-03-13T23:18:56
20230313_231856_000_0029.jpg,-9.52211,143.58893,2023-03-13T23:18:56
20230313_231856_000_0030.jpg,-9.52211,143.58893,2023-03-13T23:18:56
20230313_231857_000_0031.jpg,-9.52211,143.58893,2023-03-13T23:18:57
20230313_231857_000_0032.jpg,-9.52211,143.58892,2023-03-13T23:18:57
20230313_231857_000_0033.jpg,-9.52211,143.58892,2023-03-13T23:18:57
20230313_231858_000_0034.jpg,-9.52211,143.58891,2023-03-13T23:18:58
20230313_231858_000_0035.jpg,-9.52211,143.58891,2023-03-13T23:18:58
20230313_231859_000_0036.jpg,-9.52211,143.58891,2023-03-13T23:18:59
20230313_231859_000_0037.jpg,-9.52211,143.5889,2023-03-13T23:18:59
20230313_231859_000_0038.jpg,-9.52211,143.5889,2023-03-13T23:18:59
20230313_231900_000_0039.jpg,-9.52211,143.5889,2023-03-13T23:19:00
