altitude,device_id,error_flag,error_message,exposure_time,filename_string,friendly_name,image_id,latitude,longitude,navstatus,ping_depth,pressure_depth,recording_status,sensor_gain,sensor_temperature,sequence_name,sequence_path,shutdown_status,speed_over_ground,time_msecs,time_secs,version,write_file
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012041_000_0001.jpg,,1,-9.597928333,143.7822033,0,2310,0.6378088,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.68,0,1679275241,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012042_000_0002.jpg,,2,-9.597931667,143.7822083,0,2292,0.656745791,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.64,0,1679275242,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012042_000_0003.jpg,,3,-9.597936667,143.7822133,0,2262,0.64118278,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.7,0,1679275242,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012042_000_0004.jpg,,4,-9.59794,143.7822183,0,2272,0.665792346,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.7,0,1679275242,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012043_000_0005.jpg,,5,-9.597943333,143.7822217,0,2273,0.678932071,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.65,0,1679275243,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012043_000_0006.jpg,,6,-9.597946667,143.7822267,0,2280,0.679714024,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.8,0,1679275243,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012043_000_0007.jpg,,7,-9.59795,143.7822317,0,2278,0.644888878,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,4.02,0,1679275243,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012044_000_0008.jpg,,8,-9.597953333,143.7822367,0,2267,0.634224296,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.92,0,1679275244,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012044_000_0009.jpg,,9,-9.597955,143.7822417,0,2250,0.660963655,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.81,0,1679275244,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012044_000_0010.jpg,,10,-9.59796,143.7822467,0,2238,0.626573622,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.74,0,1679275244,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012045_000_0011.jpg,,11,-9.597961667,143.7822517,0,2236,0.654469669,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.78,0,1679275245,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012045_000_0012.jpg,,12,-9.597965,143.7822567,0,2238,0.687540412,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.97,0,1679275245,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012045_000_0013.jpg,,13,-9.597968333,143.7822633,0,2235,0.644408107,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.91,0,1679275245,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012046_000_0014.jpg,,14,-9.59797,143.7822683,0,2228,0.661656559,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.78,0,1679275246,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1755,20230320_012046_000_0015.jpg,,15,-9.597971667,143.7822733,0,2255,0.667224586,TRUE,18,56.5,20230320_012041_Seq23,/media/jetson/data/images/20230320_012041_Seq23,FALSE,3.76,0,1679275246,1.1.0,TRUE
